Unique ID,Name,Measure,Measure Info,Geo Type Name,Geo Join ID,Geo Place Name,Time Period,Start_Date,Data Value
170187,Fine particles (PM 2.5),Mean,mcg/m3,CD,212,Williamsbridge and Baychester (CD12),Annual Average 2009,12/01/2008,10.64
213954,Fine particles (PM 2.5),Mean,mcg/m3,CD,212,Williamsbridge and Baychester (CD12),Summer 2014,06/01/2014,8.64
669877,Fine particles (PM 2.5),Mean,mcg/m3,CD,212,Williamsbridge and Baychester (CD12),Annual Average 2020,01/01/2020,5.92
213982,Fine particles (PM 2.5),Mean,mcg/m3,CD,410,South Ozone Park and Howard Beach (CD10),Summer 2014,06/01/2014,7.91
213984,Fine particles (PM 2.5),Mean,mcg/m3,CD,412,Jamaica and Hollis (CD12),Summer 2014,06/01/2014,8.11
170217,Fine particles (PM 2.5),Mean,mcg/m3,CD,412,Jamaica and Hollis (CD12),Annual Average 2009,12/01/2008,9.92
170335,Fine particles (PM 2.5),Mean,mcg/m3,CD,412,Jamaica and Hollis (CD12),Annual Average 2011,12/01/2010,9.54
410993,Fine particles (PM 2.5),Mean,mcg/m3,CD,110,Central Harlem (CD10),Winter 2015-16,12/01/2015,8.35
742420,Fine particles (PM 2.5),Mean,mcg/m3,CD,110,Central Harlem (CD10),Winter 2020-21,12/01/2020,6.72
177146,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,201,Greenpoint,Winter 2008-09,12/01/2008,14.25
649684,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,201,Greenpoint,Annual Average 2019,01/01/2019,8.56
178448,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,201,Greenpoint,Annual Average 2010,12/01/2009,10.57
669816,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,201,Greenpoint,Winter 2019-20,12/01/2019,8.59
549857,Nitrogen dioxide (NO2),Mean,ppb,UHF42,405,Ridgewood - Forest Hills,Annual Average 2017,01/01/2017,18.65
175373,Nitrogen dioxide (NO2),Mean,ppb,UHF42,503,Willowbrook,Winter 2010-11,12/01/2010,23.98
336612,Nitrogen dioxide (NO2),Mean,ppb,UHF42,503,Willowbrook,Winter 2014-15,12/01/2014,19.93
176717,Nitrogen dioxide (NO2),Mean,ppb,UHF42,503,Willowbrook,Annual Average 2013,12/01/2012,14.69
175919,Nitrogen dioxide (NO2),Mean,ppb,UHF42,503,Willowbrook,Summer 2009,06/01/2009,14.0
549881,Nitrogen dioxide (NO2),Mean,ppb,UHF42,503,Willowbrook,Annual Average 2017,01/01/2017,13.86
740991,Nitrogen dioxide (NO2),Mean,ppb,UHF42,405,Ridgewood - Forest Hills,Annual Average 2021,01/01/2021,16.04
175930,Nitrogen dioxide (NO2),Mean,ppb,UHF42,203,Bedford Stuyvesant - Crown Heights,Summer 2010,06/01/2010,20.85
175974,Nitrogen dioxide (NO2),Mean,ppb,UHF42,205,Sunset Park,Summer 2011,06/01/2011,19.22
412461,Nitrogen dioxide (NO2),Mean,ppb,UHF42,205,Sunset Park,Summer 2016,06/01/2016,15.07
175925,Nitrogen dioxide (NO2),Mean,ppb,UHF42,105,Crotona -Tremont,Summer 2010,06/01/2010,22.54
175951,Nitrogen dioxide (NO2),Mean,ppb,UHF42,403,Flushing - Clearview,Summer 2010,06/01/2010,17.83
412518,Nitrogen dioxide (NO2),Mean,ppb,UHF42,403,Flushing - Clearview,Summer 2016,06/01/2016,14.08
175941,Nitrogen dioxide (NO2),Mean,ppb,UHF42,303,East Harlem,Summer 2010,06/01/2010,24.41
412487,Nitrogen dioxide (NO2),Mean,ppb,UHF42,303,East Harlem,Winter 2015-16,12/01/2015,25.95
412488,Nitrogen dioxide (NO2),Mean,ppb,UHF42,303,East Harlem,Summer 2016,06/01/2016,17.82
549336,Ozone (O3),Mean,ppb,UHF42,203,Bedford Stuyvesant - Crown Heights,Summer 2017,06/01/2017,29.39
605239,Ozone (O3),Mean,ppb,UHF42,203,Bedford Stuyvesant - Crown Heights,Summer 2018,06/01/2018,30.2
122000,Ozone (O3),Mean,ppb,UHF42,103,Fordham - Bronx Pk,2-Year Summer Average 2009-2010,06/01/2009,27.48
549331,Ozone (O3),Mean,ppb,UHF42,105,Crotona -Tremont,Summer 2017,06/01/2017,27.8
549359,Ozone (O3),Mean,ppb,UHF42,405,Ridgewood - Forest Hills,Summer 2017,06/01/2017,30.06
605262,Ozone (O3),Mean,ppb,UHF42,405,Ridgewood - Forest Hills,Summer 2018,06/01/2018,30.96
176014,Nitrogen dioxide (NO2),Mean,ppb,UHF42,203,Bedford Stuyvesant - Crown Heights,Summer 2012,06/01/2012,19.0
602729,Nitrogen dioxide (NO2),Mean,ppb,UHF42,203,Bedford Stuyvesant - Crown Heights,Annual Average 2018,01/01/2018,19.42
176016,Nitrogen dioxide (NO2),Mean,ppb,UHF42,205,Sunset Park,Summer 2012,06/01/2012,17.13
176058,Nitrogen dioxide (NO2),Mean,ppb,UHF42,205,Sunset Park,Summer 2013,06/01/2013,16.77
602735,Nitrogen dioxide (NO2),Mean,ppb,UHF42,205,Sunset Park,Annual Average 2018,01/01/2018,19.67
740906,Nitrogen dioxide (NO2),Mean,ppb,UHF42,105,Crotona -Tremont,Summer 2021,06/01/2021,13.82
176077,Nitrogen dioxide (NO2),Mean,ppb,UHF42,403,Flushing - Clearview,Summer 2013,06/01/2013,15.61
602792,Nitrogen dioxide (NO2),Mean,ppb,UHF42,403,Flushing - Clearview,Annual Average 2018,01/01/2018,17.63
176067,Nitrogen dioxide (NO2),Mean,ppb,UHF42,303,East Harlem,Summer 2013,06/01/2013,20.7
176025,Nitrogen dioxide (NO2),Mean,ppb,UHF42,303,East Harlem,Summer 2012,06/01/2012,21.24
740954,Nitrogen dioxide (NO2),Mean,ppb,UHF42,303,East Harlem,Summer 2021,06/01/2021,14.52
222468,Ozone (O3),Mean,ppb,UHF42,205,Sunset Park,Summer 2010,06/01/2010,32.71
222414,Ozone (O3),Mean,ppb,UHF42,103,Fordham - Bronx Pk,Summer 2010,06/01/2010,32.53
336885,Nitrogen dioxide (NO2),Mean,ppb,CD,413,Queens Village (CD13),Winter 2014-15,12/01/2014,22.77
550154,Nitrogen dioxide (NO2),Mean,ppb,CD,413,Queens Village (CD13),Annual Average 2017,01/01/2017,16.49
741288,Nitrogen dioxide (NO2),Mean,ppb,CD,413,Queens Village (CD13),Annual Average 2021,01/01/2021,14.62
168566,Fine particles (PM 2.5),Mean,mcg/m3,CD,413,Queens Village (CD13),Winter 2010-11,12/01/2010,11.43
170454,Fine particles (PM 2.5),Mean,mcg/m3,CD,413,Queens Village (CD13),Annual Average 2013,12/01/2012,7.87
334347,Fine particles (PM 2.5),Mean,mcg/m3,CD,413,Queens Village (CD13),Winter 2014-15,12/01/2014,8.23
547762,Fine particles (PM 2.5),Mean,mcg/m3,CD,413,Queens Village (CD13),Annual Average 2017,01/01/2017,6.77
742557,Fine particles (PM 2.5),Mean,mcg/m3,CD,413,Queens Village (CD13),Annual Average 2021,01/01/2021,6.34
334291,Fine particles (PM 2.5),Mean,mcg/m3,CD,313,Coney Island (CD13),Annual Average 2015,01/01/2015,7.62
650010,Fine particles (PM 2.5),Mean,mcg/m3,CD,315,Sheepshead Bay (CD15),Winter 2018-19,12/01/2018,6.73
669922,Fine particles (PM 2.5),Mean,mcg/m3,CD,315,Sheepshead Bay (CD15),Annual Average 2020,01/01/2020,5.69
170218,Fine particles (PM 2.5),Mean,mcg/m3,CD,413,Queens Village (CD13),Annual Average 2009,12/01/2008,9.37
170336,Fine particles (PM 2.5),Mean,mcg/m3,CD,413,Queens Village (CD13),Annual Average 2011,12/01/2010,9.17
213985,Fine particles (PM 2.5),Mean,mcg/m3,CD,413,Queens Village (CD13),Summer 2014,06/01/2014,7.74
742501,Fine particles (PM 2.5),Mean,mcg/m3,CD,313,Coney Island (CD13),Winter 2020-21,12/01/2020,6.58
216603,Ozone (O3),Mean,ppb,CD,413,Queens Village (CD13),Summer 2010,06/01/2010,34.42
169451,Fine particles (PM 2.5),Mean,mcg/m3,CD,413,Queens Village (CD13),Summer 2011,06/01/2011,10.81
169392,Fine particles (PM 2.5),Mean,mcg/m3,CD,413,Queens Village (CD13),Summer 2010,06/01/2010,10.99
411129,Fine particles (PM 2.5),Mean,mcg/m3,CD,413,Queens Village (CD13),Summer 2016,06/01/2016,7.08
411128,Fine particles (PM 2.5),Mean,mcg/m3,CD,413,Queens Village (CD13),Winter 2015-16,12/01/2015,6.9
742555,Fine particles (PM 2.5),Mean,mcg/m3,CD,413,Queens Village (CD13),Winter 2020-21,12/01/2020,6.62
216604,Ozone (O3),Mean,ppb,CD,413,Queens Village (CD13),Summer 2011,06/01/2011,33.72
412125,Ozone (O3),Mean,ppb,CD,413,Queens Village (CD13),Summer 2016,06/01/2016,34.43
412421,Nitrogen dioxide (NO2),Mean,ppb,Borough,4,Queens,Winter 2015-16,12/01/2015,22.45
179646,Fine particles (PM 2.5),Mean,mcg/m3,Borough,4,Queens,Annual Average 2009,12/01/2008,10.05
669844,Fine particles (PM 2.5),Mean,mcg/m3,Borough,4,Queens,Annual Average 2020,01/01/2020,6.06
130443,Boiler Emissions- Total SO2 Emissions,Number per km2,number,Borough,4,Queens,2013,01/01/2013,2.2
605862,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,408,Jamaica,Summer 2018,06/01/2018,8.25
173224,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,105106107,South Bronx,Winter 2011-12,12/01/2011,10.95
212095,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,105106107,South Bronx,Annual Average 2014,12/01/2013,9.8
173210,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,401,Long Island City - Astoria,Winter 2011-12,12/01/2011,9.91
212081,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,401,Long Island City - Astoria,Annual Average 2014,12/01/2013,9.98
547551,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,401,Long Island City - Astoria,Summer 2017,06/01/2017,10.23
173156,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,105106107,South Bronx,Winter 2009-10,12/01/2009,11.75
411008,Fine particles (PM 2.5),Mean,mcg/m3,CD,203,Morrisania and Crotona (CD3),Winter 2015-16,12/01/2015,8.42
742438,Fine particles (PM 2.5),Mean,mcg/m3,CD,204,Highbridge and Concourse (CD4),Winter 2020-21,12/01/2020,6.62
649681,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,107,Hunts Point - Mott Haven,Annual Average 2019,01/01/2019,7.52
605683,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,107,Hunts Point - Mott Haven,Winter 2017-18,12/01/2017,8.78
649682,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,107,Hunts Point - Mott Haven,Summer 2019,06/01/2019,8.71
179793,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,107,Hunts Point - Mott Haven,2015,01/01/2015,1.7
628558,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,308,Greenwich Village - SoHo,2015-2017,01/01/2015,4.7
628567,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,407,Southwest Queens,2015-2017,01/01/2015,9.0
628568,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,408,Jamaica,2015-2017,01/01/2015,10.5
176533,Nitrogen dioxide (NO2),Mean,ppb,UHF42,307,Gramercy Park - Murray Hill,Annual Average 2009,12/01/2008,43.32
336562,Nitrogen dioxide (NO2),Mean,ppb,UHF42,307,Gramercy Park - Murray Hill,Annual Average 2015,01/01/2015,31.23
643392,Nitrogen dioxide (NO2),Mean,ppb,UHF42,307,Gramercy Park - Murray Hill,Winter 2018-19,12/01/2018,29.66
336565,Nitrogen dioxide (NO2),Mean,ppb,UHF42,308,Greenwich Village - SoHo,Annual Average 2015,01/01/2015,26.27
643395,Nitrogen dioxide (NO2),Mean,ppb,UHF42,308,Greenwich Village - SoHo,Winter 2018-19,12/01/2018,27.47
667207,Nitrogen dioxide (NO2),Mean,ppb,UHF42,308,Greenwich Village - SoHo,Annual Average 2020,01/01/2020,21.32
216364,Ozone (O3),Mean,ppb,CD,203,Morrisania and Crotona (CD3),Summer 2011,06/01/2011,31.87
216369,Ozone (O3),Mean,ppb,CD,204,Highbridge and Concourse (CD4),Summer 2010,06/01/2010,31.01
216370,Ozone (O3),Mean,ppb,CD,204,Highbridge and Concourse (CD4),Summer 2011,06/01/2011,30.83
222605,Ozone (O3),Mean,ppb,UHF42,407,Southwest Queens,Summer 2009,06/01/2009,26.48
216292,Ozone (O3),Mean,ppb,CD,103,Lower East Side and Chinatown (CD3),Summer 2011,06/01/2011,27.36
169442,Fine particles (PM 2.5),Mean,mcg/m3,CD,404,Elmhurst and Corona (CD4),Summer 2011,06/01/2011,11.6
411101,Fine particles (PM 2.5),Mean,mcg/m3,CD,404,Elmhurst and Corona (CD4),Winter 2015-16,12/01/2015,8.13
169378,Fine particles (PM 2.5),Mean,mcg/m3,CD,317,East Flatbush (CD17),Summer 2010,06/01/2010,11.92
169437,Fine particles (PM 2.5),Mean,mcg/m3,CD,317,East Flatbush (CD17),Summer 2011,06/01/2011,11.53
411086,Fine particles (PM 2.5),Mean,mcg/m3,CD,317,East Flatbush (CD17),Winter 2015-16,12/01/2015,8.52
169438,Fine particles (PM 2.5),Mean,mcg/m3,CD,318,Flatlands and Canarsie (CD18),Summer 2011,06/01/2011,11.1
411090,Fine particles (PM 2.5),Mean,mcg/m3,CD,318,Flatlands and Canarsie (CD18),Summer 2016,06/01/2016,7.75
169364,Fine particles (PM 2.5),Mean,mcg/m3,CD,303,Bedford Stuyvesant (CD3),Summer 2010,06/01/2010,12.04
411045,Fine particles (PM 2.5),Mean,mcg/m3,CD,303,Bedford Stuyvesant (CD3),Summer 2016,06/01/2016,8.38
169424,Fine particles (PM 2.5),Mean,mcg/m3,CD,304,Bushwick (CD4),Summer 2011,06/01/2011,11.64
169365,Fine particles (PM 2.5),Mean,mcg/m3,CD,304,Bushwick (CD4),Summer 2010,06/01/2010,12.06
179807,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,307,Gramercy Park - Murray Hill,2015,01/01/2015,41.5
669934,Fine particles (PM 2.5),Mean,mcg/m3,CD,401,Long Island City and Astoria (CD1),Annual Average 2020,01/01/2020,6.47
334258,Fine particles (PM 2.5),Mean,mcg/m3,CD,302,Fort Greene and Brooklyn Heights (CD2),Annual Average 2015,01/01/2015,9.83
411002,Fine particles (PM 2.5),Mean,mcg/m3,CD,201,Mott Haven and Melrose (CD1),Winter 2015-16,12/01/2015,9.03
411006,Fine particles (PM 2.5),Mean,mcg/m3,CD,202,Hunts Point and Longwood (CD2),Summer 2016,06/01/2016,9.19
742432,Fine particles (PM 2.5),Mean,mcg/m3,CD,202,Hunts Point and Longwood (CD2),Winter 2020-21,12/01/2020,7.41
742522,Fine particles (PM 2.5),Mean,mcg/m3,CD,402,Woodside and Sunnyside (CD2),Winter 2020-21,12/01/2020,7.93
179792,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,206,Borough Park,2015,01/01/2015,1.1
179772,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,409,Southeast Queens,2015,01/01/2015,0.3
179809,Boiler Emissions- Total SO2 Emissions,Number per km2,number,Borough,3,Manhattan,2015,01/01/2015,26.8
410967,Fine particles (PM 2.5),Mean,mcg/m3,CD,101,Financial District (CD1),Summer 2016,06/01/2016,9.83
742393,Fine particles (PM 2.5),Mean,mcg/m3,CD,101,Financial District (CD1),Winter 2020-21,12/01/2020,7.79
410969,Fine particles (PM 2.5),Mean,mcg/m3,CD,102,Greenwich Village and Soho (CD2),Winter 2015-16,12/01/2015,10.17
628569,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,409,Southeast Queens,2015-2017,01/01/2015,8.2
176619,Nitrogen dioxide (NO2),Mean,ppb,UHF42,309,Union Square - Lower East Side,Annual Average 2011,12/01/2010,30.45
216351,Ozone (O3),Mean,ppb,CD,201,Mott Haven and Melrose (CD1),Summer 2010,06/01/2010,32.14
412083,Ozone (O3),Mean,ppb,CD,201,Mott Haven and Melrose (CD1),Summer 2016,06/01/2016,32.81
216615,Ozone (O3),Mean,ppb,CD,501,St. George and Stapleton (CD1),Summer 2010,06/01/2010,33.0
412127,Ozone (O3),Mean,ppb,CD,501,St. George and Stapleton (CD1),Summer 2016,06/01/2016,33.4
216621,Ozone (O3),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),Summer 2010,06/01/2010,35.18
169394,Fine particles (PM 2.5),Mean,mcg/m3,CD,501,St. George and Stapleton (CD1),Summer 2010,06/01/2010,11.57
169453,Fine particles (PM 2.5),Mean,mcg/m3,CD,501,St. George and Stapleton (CD1),Summer 2011,06/01/2011,11.16
411134,Fine particles (PM 2.5),Mean,mcg/m3,CD,501,St. George and Stapleton (CD1),Winter 2015-16,12/01/2015,7.87
411041,Fine particles (PM 2.5),Mean,mcg/m3,CD,302,Fort Greene and Brooklyn Heights (CD2),Winter 2015-16,12/01/2015,9.76
742468,Fine particles (PM 2.5),Mean,mcg/m3,CD,302,Fort Greene and Brooklyn Heights (CD2),Winter 2020-21,12/01/2020,7.29
179802,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,309,Union Square - Lower East Side,2015,01/01/2015,14.1
178530,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,106,High Bridge - Morrisania,Annual Average 2012,12/01/2011,10.26
177260,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,410,Rockaways,Winter 2010-11,12/01/2010,10.28
178604,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,410,Rockaways,Annual Average 2013,12/01/2012,7.61
742272,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,409,Southeast Queens,Annual Average 2021,01/01/2021,6.23
177238,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,209,Bensonhurst - Bay Ridge,Winter 2010-11,12/01/2010,12.14
177259,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,409,Southeast Queens,Winter 2010-11,12/01/2010,11.44
549414,Ozone (O3),Mean,ppb,CD,111,East Harlem (CD11),Summer 2017,06/01/2017,26.93
670892,Ozone (O3),Mean,ppb,CD,111,East Harlem (CD11),Summer 2020,06/01/2020,30.13
549454,Ozone (O3),Mean,ppb,CD,409,Kew Gardens and Woodhaven (CD9),Summer 2017,06/01/2017,30.39
602957,Nitrogen dioxide (NO2),Mean,ppb,CD,109,Morningside Heights and Hamilton Heights (CD9),Annual Average 2018,01/01/2018,21.51
741149,Nitrogen dioxide (NO2),Mean,ppb,CD,109,Morningside Heights and Hamilton Heights (CD9),Summer 2021,06/01/2021,14.19
412762,Nitrogen dioxide (NO2),Mean,ppb,CD,311,Bensonhurst (CD11),Annual Average 2016,12/31/2015,18.05
741227,Nitrogen dioxide (NO2),Mean,ppb,CD,311,Bensonhurst (CD11),Summer 2021,06/01/2021,10.92
412720,Nitrogen dioxide (NO2),Mean,ppb,CD,209,Parkchester and Soundview (CD9),Annual Average 2016,12/31/2015,18.81
643579,Nitrogen dioxide (NO2),Mean,ppb,CD,111,East Harlem (CD11),Annual Average 2019,01/01/2019,19.41
165773,Nitrogen dioxide (NO2),Mean,ppb,CD,311,Bensonhurst (CD11),Winter 2008-09,12/01/2008,27.72
603037,Nitrogen dioxide (NO2),Mean,ppb,CD,311,Bensonhurst (CD11),Winter 2017-18,12/01/2017,22.88
602995,Nitrogen dioxide (NO2),Mean,ppb,CD,209,Parkchester and Soundview (CD9),Winter 2017-18,12/01/2017,24.24
213245,Nitrogen dioxide (NO2),Mean,ppb,CD,211,Morris Park and Bronxdale (CD11),Winter 2013-14,12/01/2013,25.4
213273,Nitrogen dioxide (NO2),Mean,ppb,CD,409,Kew Gardens and Woodhaven (CD9),Winter 2013-14,12/01/2013,28.18
603091,Nitrogen dioxide (NO2),Mean,ppb,CD,411,Bayside and Little Neck (CD11),Winter 2017-18,12/01/2017,22.26
165771,Nitrogen dioxide (NO2),Mean,ppb,CD,309,South Crown Heights and Lefferts Gardens (CD9),Winter 2008-09,12/01/2008,32.39
603031,Nitrogen dioxide (NO2),Mean,ppb,CD,309,South Crown Heights and Lefferts Gardens (CD9),Winter 2017-18,12/01/2017,25.75
412682,Nitrogen dioxide (NO2),Mean,ppb,CD,109,Morningside Heights and Hamilton Heights (CD9),Winter 2015-16,12/01/2015,25.49
412760,Nitrogen dioxide (NO2),Mean,ppb,CD,311,Bensonhurst (CD11),Winter 2015-16,12/01/2015,23.16
643580,Nitrogen dioxide (NO2),Mean,ppb,CD,111,East Harlem (CD11),Summer 2019,06/01/2019,16.7
167618,Nitrogen dioxide (NO2),Mean,ppb,CD,409,Kew Gardens and Woodhaven (CD9),Annual Average 2010,12/01/2009,22.77
628466,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,402,West Queens,2015-2017,01/01/2015,60.2
336824,Nitrogen dioxide (NO2),Mean,ppb,CD,311,Bensonhurst (CD11),Summer 2015,06/01/2015,13.62
643652,Nitrogen dioxide (NO2),Mean,ppb,CD,311,Bensonhurst (CD11),Summer 2019,06/01/2019,12.81
667832,Nitrogen dioxide (NO2),Mean,ppb,CD,411,Bayside and Little Neck (CD11),Winter 2019-20,12/01/2019,20.33
216578,Ozone (O3),Mean,ppb,CD,409,Kew Gardens and Woodhaven (CD9),Summer 2009,06/01/2009,25.43
216590,Ozone (O3),Mean,ppb,CD,411,Bayside and Little Neck (CD11),Summer 2009,06/01/2009,26.28
216410,Ozone (O3),Mean,ppb,CD,211,Morris Park and Bronxdale (CD11),Summer 2009,06/01/2009,26.1
151662,Annual vehicle miles traveled,million miles,per km2,UHF42,502,Stapleton - St. George,2005,01/01/2005,13.9
325251,Annual vehicle miles traveled,million miles,per km2,CD,111,East Harlem (CD11),2016,01/01/2016,62.2
154594,Annual vehicle miles traveled,million miles,per km2,CD,311,Bensonhurst (CD11),2005,01/01/2005,19.1
325261,Annual vehicle miles traveled,million miles,per km2,CD,209,Parkchester and Soundview (CD9),2016,01/01/2016,25.4
412526,Nitrogen dioxide (NO2),Mean,ppb,UHF42,406,Fresh Meadows,Winter 2015-16,12/01/2015,22.71
740992,Nitrogen dioxide (NO2),Mean,ppb,UHF42,406,Fresh Meadows,Winter 2020-21,12/01/2020,20.0
175982,Nitrogen dioxide (NO2),Mean,ppb,UHF42,302,Central Harlem - Morningside Heights,Summer 2011,06/01/2011,23.92
740950,Nitrogen dioxide (NO2),Mean,ppb,UHF42,302,Central Harlem - Morningside Heights,Winter 2020-21,12/01/2020,21.82
605263,Ozone (O3),Mean,ppb,UHF42,406,Fresh Meadows,Summer 2018,06/01/2018,31.03
176013,Nitrogen dioxide (NO2),Mean,ppb,UHF42,202,Downtown - Heights - Slope,Summer 2012,06/01/2012,20.18
602726,Nitrogen dioxide (NO2),Mean,ppb,UHF42,202,Downtown - Heights - Slope,Annual Average 2018,01/01/2018,21.14
740918,Nitrogen dioxide (NO2),Mean,ppb,UHF42,202,Downtown - Heights - Slope,Summer 2021,06/01/2021,14.56
412432,Nitrogen dioxide (NO2),Mean,ppb,UHF42,102,Northeast Bronx,Annual Average 2016,12/31/2015,17.52
602705,Nitrogen dioxide (NO2),Mean,ppb,UHF42,102,Northeast Bronx,Annual Average 2018,01/01/2018,16.16
602801,Nitrogen dioxide (NO2),Mean,ppb,UHF42,406,Fresh Meadows,Annual Average 2018,01/01/2018,17.34
412486,Nitrogen dioxide (NO2),Mean,ppb,UHF42,302,Central Harlem - Morningside Heights,Annual Average 2016,12/31/2015,22.19
222451,Ozone (O3),Mean,ppb,UHF42,202,Downtown - Heights - Slope,Summer 2011,06/01/2011,29.54
412002,Ozone (O3),Mean,ppb,UHF42,202,Downtown - Heights - Slope,Summer 2016,06/01/2016,31.98
222601,Ozone (O3),Mean,ppb,UHF42,406,Fresh Meadows,Summer 2011,06/01/2011,32.93
412027,Ozone (O3),Mean,ppb,UHF42,406,Fresh Meadows,Summer 2016,06/01/2016,33.16
671101,Ozone (O3),Mean,ppb,CD,405,Ridgewood and Maspeth (CD5),Summer 2020,06/01/2020,30.21
605353,Ozone (O3),Mean,ppb,CD,405,Ridgewood and Maspeth (CD5),Summer 2018,06/01/2018,30.92
178400,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,102,Northeast Bronx,Annual Average 2009,12/01/2008,10.68
649668,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,102,Northeast Bronx,Winter 2018-19,12/01/2018,7.19
334021,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,306,Chelsea - Clinton,Annual Average 2015,01/01/2015,11.39
669769,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,306,Chelsea - Clinton,Annual Average 2020,01/01/2020,8.5
411105,Fine particles (PM 2.5),Mean,mcg/m3,CD,405,Ridgewood and Maspeth (CD5),Summer 2016,06/01/2016,8.43
411104,Fine particles (PM 2.5),Mean,mcg/m3,CD,405,Ridgewood and Maspeth (CD5),Winter 2015-16,12/01/2015,8.57
649764,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,406,Fresh Meadows,Winter 2018-19,12/01/2018,6.83
178600,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,406,Fresh Meadows,Annual Average 2013,12/01/2012,8.21
178558,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,406,Fresh Meadows,Annual Average 2012,12/01/2011,8.63
411084,Fine particles (PM 2.5),Mean,mcg/m3,CD,316,Brownsville (CD16),Summer 2016,06/01/2016,8.38
411083,Fine particles (PM 2.5),Mean,mcg/m3,CD,316,Brownsville (CD16),Winter 2015-16,12/01/2015,8.69
742510,Fine particles (PM 2.5),Mean,mcg/m3,CD,316,Brownsville (CD16),Winter 2020-21,12/01/2020,6.73
169443,Fine particles (PM 2.5),Mean,mcg/m3,CD,405,Ridgewood and Maspeth (CD5),Summer 2011,06/01/2011,11.65
168617,Fine particles (PM 2.5),Mean,mcg/m3,CD,405,Ridgewood and Maspeth (CD5),Winter 2011-12,12/01/2011,9.17
168499,Fine particles (PM 2.5),Mean,mcg/m3,CD,405,Ridgewood and Maspeth (CD5),Winter 2009-10,12/01/2009,9.75
177819,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,202,Downtown - Heights - Slope,Summer 2010,06/01/2010,12.73
222583,Ozone (O3),Mean,ppb,UHF42,403,Flushing - Clearview,Summer 2011,06/01/2011,33.92
121691,Ozone (O3),Mean,ppb,CD,406,Rego Park and Forest Hills (CD6),2-Year Summer Average 2009-2010,06/01/2009,26.94
649731,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,305,Upper East Side,Winter 2018-19,12/01/2018,8.96
742534,Fine particles (PM 2.5),Mean,mcg/m3,CD,406,Rego Park and Forest Hills (CD6),Winter 2020-21,12/01/2020,6.57
169446,Fine particles (PM 2.5),Mean,mcg/m3,CD,408,Hillcrest and Fresh Meadows (CD8),Summer 2011,06/01/2011,11.09
169387,Fine particles (PM 2.5),Mean,mcg/m3,CD,408,Hillcrest and Fresh Meadows (CD8),Summer 2010,06/01/2010,11.38
411113,Fine particles (PM 2.5),Mean,mcg/m3,CD,408,Hillcrest and Fresh Meadows (CD8),Winter 2015-16,12/01/2015,7.48
742540,Fine particles (PM 2.5),Mean,mcg/m3,CD,408,Hillcrest and Fresh Meadows (CD8),Winter 2020-21,12/01/2020,6.46
169444,Fine particles (PM 2.5),Mean,mcg/m3,CD,406,Rego Park and Forest Hills (CD6),Summer 2011,06/01/2011,11.46
169385,Fine particles (PM 2.5),Mean,mcg/m3,CD,406,Rego Park and Forest Hills (CD6),Summer 2010,06/01/2010,11.82
