Unique ID,Indicator ID,Name,Measure Info,UHF34 Zone,Time Period,Start_Date,Data Value
174263,365,Fine particles (PM 2.5),mcg/m3,304,Annual Average 2013,2012-12-01,10.35
173175,365,Fine particles (PM 2.5),mcg/m3,304,Winter 2010-11,2010-12-01,14.37
334134,365,Fine particles (PM 2.5),mcg/m3,304,Winter 2014-15,2014-12-01,10.57
742371,365,Fine particles (PM 2.5),mcg/m3,305307,Annual Average 2021,2021-01-01,7.55
173627,365,Fine particles (PM 2.5),mcg/m3,306308,Summer 2009,2009-06-01,13.83
176083,375,Nitrogen dioxide (NO2),ppb,409,Summer 2013,2013-06-01,14.59
176041,375,Nitrogen dioxide (NO2),ppb,409,Summer 2012,2012-06-01,14.32
338188,386,Ozone (O3),ppb,210,Summer 2015,2015-06-01,35.01
650938,386,Ozone (O3),ppb,210,Summer 2019,2019-06-01,33.33
212442,375,Nitrogen dioxide (NO2),ppb,309310,Summer 2014,2014-06-01,22.11
212452,375,Nitrogen dioxide (NO2),ppb,409,Summer 2014,2014-06-01,12.08
176546,375,Nitrogen dioxide (NO2),ppb,410,Annual Average 2009,2008-12-01,14.68
176630,375,Nitrogen dioxide (NO2),ppb,410,Annual Average 2011,2010-12-01,14.27
212453,375,Nitrogen dioxide (NO2),ppb,410,Summer 2014,2014-06-01,7.44
221959,386,Ozone (O3),ppb,306308,Summer 2011,2011-06-01,24.87
412064,386,Ozone (O3),ppb,306308,Summer 2016,2016-06-01,29.19
221953,386,Ozone (O3),ppb,305307,Summer 2011,2011-06-01,25.21
412063,386,Ozone (O3),ppb,305307,Summer 2016,2016-06-01,28.92
221803,386,Ozone (O3),ppb,103,Summer 2011,2011-06-01,32.08
221952,386,Ozone (O3),ppb,305307,Summer 2010,2010-06-01,26.19
412527,375,Nitrogen dioxide (NO2),ppb,404406,Summer 2016,2016-06-01,13.7
175898,375,Nitrogen dioxide (NO2),ppb,302,Summer 2009,2009-06-01,28.08
176696,375,Nitrogen dioxide (NO2),ppb,302,Annual Average 2013,2012-12-01,25.36
175356,375,Nitrogen dioxide (NO2),ppb,306308,Winter 2010-11,2010-12-01,39.66
176700,375,Nitrogen dioxide (NO2),ppb,306308,Annual Average 2013,2012-12-01,33.35
667196,375,Nitrogen dioxide (NO2),ppb,306308,Winter 2019-20,2019-12-01,33.6
336590,375,Nitrogen dioxide (NO2),ppb,404406,Summer 2015,2015-06-01,13.97
643418,375,Nitrogen dioxide (NO2),ppb,404406,Summer 2019,2019-06-01,12.64
667256,375,Nitrogen dioxide (NO2),ppb,404406,Winter 2019-20,2019-12-01,22.53
122017,386,Ozone (O3),ppb,302,2-Year Summer Average 2009-2010,2009-06-01,25.43
212575,375,Nitrogen dioxide (NO2),ppb,404406,Annual Average 2014,2013-12-01,19.26
172678,375,Nitrogen dioxide (NO2),ppb,501502,Annual Average 2011,2010-12-01,19.28
172610,375,Nitrogen dioxide (NO2),ppb,501502,Annual Average 2009,2008-12-01,19.44
336703,375,Nitrogen dioxide (NO2),ppb,309310,Annual Average 2015,2015-01-01,25.4
334166,365,Fine particles (PM 2.5),mcg/m3,309310,Summer 2015,2015-06-01,10.68
669624,365,Fine particles (PM 2.5),mcg/m3,309310,Winter 2019-20,2019-12-01,10.18
649877,365,Fine particles (PM 2.5),mcg/m3,309310,Summer 2019,2019-06-01,9.91
173256,365,Fine particles (PM 2.5),mcg/m3,501502,Winter 2012-13,2012-12-01,9.73
174174,365,Fine particles (PM 2.5),mcg/m3,501502,Annual Average 2010,2009-12-01,8.77
211859,365,Fine particles (PM 2.5),mcg/m3,102,Winter 2013-14,2013-12-01,12.2
669699,365,Fine particles (PM 2.5),mcg/m3,201,Winter 2019-20,2019-12-01,8.59
649805,365,Fine particles (PM 2.5),mcg/m3,202,Summer 2019,2019-06-01,8.9
174163,365,Fine particles (PM 2.5),mcg/m3,402,Annual Average 2010,2009-12-01,9.89
173247,365,Fine particles (PM 2.5),mcg/m3,405,Winter 2012-13,2012-12-01,10.07
174165,365,Fine particles (PM 2.5),mcg/m3,405,Annual Average 2010,2009-12-01,9.52
334145,365,Fine particles (PM 2.5),mcg/m3,405,Summer 2015,2015-06-01,9.33
649856,365,Fine particles (PM 2.5),mcg/m3,405,Summer 2019,2019-06-01,7.91
605789,365,Fine particles (PM 2.5),mcg/m3,101,Annual Average 2018,2018-01-01,6.95
742289,365,Fine particles (PM 2.5),mcg/m3,101,Summer 2021,2021-06-01,8.68
173750,365,Fine particles (PM 2.5),mcg/m3,301,Summer 2013,2013-06-01,10.52
173723,365,Fine particles (PM 2.5),mcg/m3,405,Summer 2012,2012-06-01,10.2
173717,365,Fine particles (PM 2.5),mcg/m3,302,Summer 2012,2012-06-01,10.85
605837,365,Fine particles (PM 2.5),mcg/m3,302,Annual Average 2018,2018-01-01,7.53
410908,365,Fine particles (PM 2.5),mcg/m3,301,Annual Average 2016,2015-12-31,7.81
173757,365,Fine particles (PM 2.5),mcg/m3,405,Summer 2013,2013-06-01,10.17
410929,365,Fine particles (PM 2.5),mcg/m3,405,Annual Average 2016,2015-12-31,7.56
605855,365,Fine particles (PM 2.5),mcg/m3,405,Annual Average 2018,2018-01-01,6.99
742355,365,Fine particles (PM 2.5),mcg/m3,405,Summer 2021,2021-06-01,8.34
173755,365,Fine particles (PM 2.5),mcg/m3,402,Summer 2013,2013-06-01,10.71
410923,365,Fine particles (PM 2.5),mcg/m3,402,Annual Average 2016,2015-12-31,8.14
605849,365,Fine particles (PM 2.5),mcg/m3,402,Annual Average 2018,2018-01-01,7.57
174192,365,Fine particles (PM 2.5),mcg/m3,301,Annual Average 2011,2010-12-01,11.12
669667,365,Fine particles (PM 2.5),mcg/m3,301,Annual Average 2020,2020-01-01,6.29
649836,365,Fine particles (PM 2.5),mcg/m3,301,Winter 2018-19,2018-12-01,7.76
172669,375,Nitrogen dioxide (NO2),ppb,405,Annual Average 2011,2010-12-01,23.26
667441,375,Nitrogen dioxide (NO2),ppb,405,Annual Average 2020,2020-01-01,15.74
212566,375,Nitrogen dioxide (NO2),ppb,305307,Annual Average 2014,2013-12-01,34.74
602775,375,Nitrogen dioxide (NO2),ppb,305307,Summer 2018,2018-06-01,26.13
549834,375,Nitrogen dioxide (NO2),ppb,305307,Winter 2016-17,2016-12-01,34.66
175316,375,Nitrogen dioxide (NO2),ppb,306308,Winter 2009-10,2009-12-01,33.62
667209,375,Nitrogen dioxide (NO2),ppb,306308,Summer 2020,2020-06-01,16.22
334136,365,Fine particles (PM 2.5),mcg/m3,401,Summer 2015,2015-06-01,10.46
649847,365,Fine particles (PM 2.5),mcg/m3,401,Summer 2019,2019-06-01,9.28
173258,365,Fine particles (PM 2.5),mcg/m3,105106107,Winter 2012-13,2012-12-01,11.98
174176,365,Fine particles (PM 2.5),mcg/m3,105106107,Annual Average 2010,2009-12-01,10.78
334178,365,Fine particles (PM 2.5),mcg/m3,105106107,Summer 2015,2015-06-01,10.32
669612,365,Fine particles (PM 2.5),mcg/m3,105106107,Winter 2019-20,2019-12-01,7.28
649889,365,Fine particles (PM 2.5),mcg/m3,105106107,Summer 2019,2019-06-01,8.45
211687,375,Nitrogen dioxide (NO2),ppb,105106107,Summer 2014,2014-06-01,17.35
336715,375,Nitrogen dioxide (NO2),ppb,105106107,Annual Average 2015,2015-01-01,21.57
174167,365,Fine particles (PM 2.5),mcg/m3,408,Annual Average 2010,2009-12-01,9.25
173249,365,Fine particles (PM 2.5),mcg/m3,408,Winter 2012-13,2012-12-01,9.79
334151,365,Fine particles (PM 2.5),mcg/m3,408,Summer 2015,2015-06-01,9.08
649862,365,Fine particles (PM 2.5),mcg/m3,408,Summer 2019,2019-06-01,7.48
669639,365,Fine particles (PM 2.5),mcg/m3,408,Winter 2019-20,2019-12-01,7.45
172603,375,Nitrogen dioxide (NO2),ppb,408,Annual Average 2009,2008-12-01,22.29
172671,375,Nitrogen dioxide (NO2),ppb,408,Annual Average 2011,2010-12-01,21.55
211678,375,Nitrogen dioxide (NO2),ppb,408,Summer 2014,2014-06-01,13.5
171714,375,Nitrogen dioxide (NO2),ppb,401,Winter 2012-13,2012-12-01,26.98
643502,375,Nitrogen dioxide (NO2),ppb,401,Summer 2019,2019-06-01,17.72
336716,375,Nitrogen dioxide (NO2),ppb,105106107,Summer 2015,2015-06-01,17.36
667508,375,Nitrogen dioxide (NO2),ppb,105106107,Winter 2019-20,2019-12-01,25.27
410941,365,Fine particles (PM 2.5),mcg/m3,410,Annual Average 2016,2015-12-31,5.98
605867,365,Fine particles (PM 2.5),mcg/m3,410,Annual Average 2018,2018-01-01,6.06
742367,365,Fine particles (PM 2.5),mcg/m3,410,Summer 2021,2021-06-01,7.25
211986,365,Fine particles (PM 2.5),mcg/m3,410,Summer 2014,2014-06-01,7.37
334156,365,Fine particles (PM 2.5),mcg/m3,410,Annual Average 2015,2015-01-01,7.16
336694,375,Nitrogen dioxide (NO2),ppb,410,Annual Average 2015,2015-01-01,13.55
212455,375,Nitrogen dioxide (NO2),ppb,501502,Summer 2014,2014-06-01,10.62
336607,375,Nitrogen dioxide (NO2),ppb,501502,Annual Average 2015,2015-01-01,15.28
670940,386,Ozone (O3),ppb,501502,Summer 2020,2020-06-01,28.33
549366,386,Ozone (O3),ppb,501502,Summer 2017,2017-06-01,28.83
605269,386,Ozone (O3),ppb,501502,Summer 2018,2018-06-01,29.89
649869,365,Fine particles (PM 2.5),mcg/m3,410,Winter 2018-19,2018-12-01,6.28
334157,365,Fine particles (PM 2.5),mcg/m3,410,Summer 2015,2015-06-01,8.29
649868,365,Fine particles (PM 2.5),mcg/m3,410,Summer 2019,2019-06-01,7.02
669633,365,Fine particles (PM 2.5),mcg/m3,410,Winter 2019-20,2019-12-01,6.12
173251,365,Fine particles (PM 2.5),mcg/m3,410,Winter 2012-13,2012-12-01,9.23
221893,386,Ozone (O3),ppb,303,Summer 2011,2011-06-01,30.25
412053,386,Ozone (O3),ppb,303,Summer 2016,2016-06-01,31.62
221916,386,Ozone (O3),ppb,403,Summer 2010,2010-06-01,33.99
221917,386,Ozone (O3),ppb,403,Summer 2011,2011-06-01,33.92
412057,386,Ozone (O3),ppb,403,Summer 2016,2016-06-01,33.45
605299,386,Ozone (O3),ppb,305307,Summer 2018,2018-06-01,25.57
549396,386,Ozone (O3),ppb,305307,Summer 2017,2017-06-01,23.78
549397,386,Ozone (O3),ppb,306308,Summer 2017,2017-06-01,24.04
670909,386,Ozone (O3),ppb,306308,Summer 2020,2020-06-01,28.06
549969,375,Nitrogen dioxide (NO2),ppb,305307,Winter 2016-17,2016-12-01,32.3
602910,375,Nitrogen dioxide (NO2),ppb,305307,Summer 2018,2018-06-01,22.81
549967,375,Nitrogen dioxide (NO2),ppb,305307,Summer 2017,2017-06-01,25.05
667473,375,Nitrogen dioxide (NO2),ppb,305307,Summer 2020,2020-06-01,17.92
605289,386,Ozone (O3),ppb,303,Summer 2018,2018-06-01,28.83
670920,386,Ozone (O3),ppb,303,Summer 2020,2020-06-01,30.19
549390,386,Ozone (O3),ppb,403,Summer 2017,2017-06-01,30.27
171565,375,Nitrogen dioxide (NO2),ppb,203,Winter 2008-09,2008-12-01,32.54
602848,375,Nitrogen dioxide (NO2),ppb,203,Winter 2017-18,2017-12-01,26.16
171566,375,Nitrogen dioxide (NO2),ppb,204,Winter 2008-09,2008-12-01,30.02
173184,365,Fine particles (PM 2.5),mcg/m3,305307,Winter 2010-11,2010-12-01,15.38
173626,365,Fine particles (PM 2.5),mcg/m3,305307,Summer 2009,2009-06-01,13.91
174272,365,Fine particles (PM 2.5),mcg/m3,305307,Annual Average 2013,2012-12-01,12.09
334161,365,Fine particles (PM 2.5),mcg/m3,305307,Winter 2014-15,2014-12-01,11.75
173185,365,Fine particles (PM 2.5),mcg/m3,306308,Winter 2010-11,2010-12-01,15.35
174273,365,Fine particles (PM 2.5),mcg/m3,306308,Annual Average 2013,2012-12-01,11.87
334164,365,Fine particles (PM 2.5),mcg/m3,306308,Winter 2014-15,2014-12-01,11.74
547579,365,Fine particles (PM 2.5),mcg/m3,306308,Annual Average 2017,2017-01-01,9.61
742374,365,Fine particles (PM 2.5),mcg/m3,306308,Annual Average 2021,2021-01-01,8.37
211966,365,Fine particles (PM 2.5),mcg/m3,203,Summer 2014,2014-06-01,8.97
334096,365,Fine particles (PM 2.5),mcg/m3,203,Annual Average 2015,2015-01-01,8.87
334099,365,Fine particles (PM 2.5),mcg/m3,204,Annual Average 2015,2015-01-01,8.72
174179,365,Fine particles (PM 2.5),mcg/m3,103,Annual Average 2011,2010-12-01,10.77
334084,365,Fine particles (PM 2.5),mcg/m3,103,Annual Average 2015,2015-01-01,9.14
670949,386,Ozone (O3),ppb,403,Summer 2020,2020-06-01,31.59
122028,386,Ozone (O3),ppb,403,2-Year Summer Average 2009-2010,2009-06-01,28.58
549357,386,Ozone (O3),ppb,403,Summer 2017,2017-06-01,30.26
222584,386,Ozone (O3),ppb,403,Summer 2012,2012-06-01,34.46
740984,375,Nitrogen dioxide (NO2),ppb,403,Summer 2021,2021-06-01,11.69
176037,375,Nitrogen dioxide (NO2),ppb,405,Summer 2012,2012-06-01,17.24
176675,375,Nitrogen dioxide (NO2),ppb,503504,Annual Average 2012,2011-12-01,15.31
176667,375,Nitrogen dioxide (NO2),ppb,405,Annual Average 2012,2011-12-01,20.99
176665,375,Nitrogen dioxide (NO2),ppb,403,Annual Average 2012,2011-12-01,19.83
172608,375,Nitrogen dioxide (NO2),ppb,309310,Annual Average 2009,2008-12-01,33.96
172676,375,Nitrogen dioxide (NO2),ppb,309310,Annual Average 2011,2010-12-01,31.41
211666,375,Nitrogen dioxide (NO2),ppb,209,Summer 2014,2014-06-01,13.79
650995,386,Ozone (O3),ppb,501502,Summer 2019,2019-06-01,28.46
650993,386,Ozone (O3),ppb,309310,Summer 2019,2019-06-01,25.41
338243,386,Ozone (O3),ppb,309310,Summer 2015,2015-06-01,27.49
338245,386,Ozone (O3),ppb,501502,Summer 2015,2015-06-01,31.19
211982,365,Fine particles (PM 2.5),mcg/m3,405,Summer 2014,2014-06-01,8.49
669663,365,Fine particles (PM 2.5),mcg/m3,302,Winter 2019-20,2019-12-01,7.56
649838,365,Fine particles (PM 2.5),mcg/m3,302,Summer 2019,2019-06-01,8.19
334124,365,Fine particles (PM 2.5),mcg/m3,301,Summer 2015,2015-06-01,9.91
669666,365,Fine particles (PM 2.5),mcg/m3,301,Winter 2019-20,2019-12-01,7.35
122011,386,Ozone (O3),ppb,207,2-Year Summer Average 2009-2010,2009-06-01,27.11
122012,386,Ozone (O3),ppb,208,2-Year Summer Average 2009-2010,2009-06-01,29.0
122033,386,Ozone (O3),ppb,408,2-Year Summer Average 2009-2010,2009-06-01,27.77
122032,386,Ozone (O3),ppb,407,2-Year Summer Average 2009-2010,2009-06-01,28.36
334144,365,Fine particles (PM 2.5),mcg/m3,405,Annual Average 2015,2015-01-01,8.51
669646,365,Fine particles (PM 2.5),mcg/m3,405,Annual Average 2020,2020-01-01,6.11
649857,365,Fine particles (PM 2.5),mcg/m3,405,Winter 2018-19,2018-12-01,7.17
211980,365,Fine particles (PM 2.5),mcg/m3,402,Summer 2014,2014-06-01,9.05
649851,365,Fine particles (PM 2.5),mcg/m3,402,Winter 2018-19,2018-12-01,8.01
669652,365,Fine particles (PM 2.5),mcg/m3,402,Annual Average 2020,2020-01-01,6.56
549859,375,Nitrogen dioxide (NO2),ppb,404406,Summer 2017,2017-06-01,13.83
549861,375,Nitrogen dioxide (NO2),ppb,404406,Winter 2016-17,2016-12-01,24.91
602802,375,Nitrogen dioxide (NO2),ppb,404406,Summer 2018,2018-06-01,12.36
667257,375,Nitrogen dioxide (NO2),ppb,404406,Summer 2020,2020-06-01,9.49
222540,386,Ozone (O3),ppb,306308,Summer 2010,2010-06-01,25.62
412498,375,Nitrogen dioxide (NO2),ppb,306308,Annual Average 2016,2015-12-31,28.36
602771,375,Nitrogen dioxide (NO2),ppb,306308,Annual Average 2018,2018-01-01,27.57
602759,375,Nitrogen dioxide (NO2),ppb,302,Annual Average 2018,2018-01-01,21.66
740951,375,Nitrogen dioxide (NO2),ppb,302,Summer 2021,2021-06-01,14.42
175324,375,Nitrogen dioxide (NO2),ppb,404406,Winter 2009-10,2009-12-01,25.28
175408,375,Nitrogen dioxide (NO2),ppb,404406,Winter 2011-12,2011-12-01,23.12
549830,375,Nitrogen dioxide (NO2),ppb,306308,Annual Average 2017,2017-01-01,28.46
336549,375,Nitrogen dioxide (NO2),ppb,302,Winter 2014-15,2014-12-01,26.74
740952,375,Nitrogen dioxide (NO2),ppb,302,Annual Average 2021,2021-01-01,18.21
174112,365,Fine particles (PM 2.5),mcg/m3,104,Annual Average 2009,2008-12-01,10.59
211981,365,Fine particles (PM 2.5),mcg/m3,403,Summer 2014,2014-06-01,8.19
669649,365,Fine particles (PM 2.5),mcg/m3,403,Annual Average 2020,2020-01-01,6.24
211977,365,Fine particles (PM 2.5),mcg/m3,303,Summer 2014,2014-06-01,9.27
334132,365,Fine particles (PM 2.5),mcg/m3,304,Annual Average 2015,2015-01-01,9.78
211978,365,Fine particles (PM 2.5),mcg/m3,304,Summer 2014,2014-06-01,9.79
547576,365,Fine particles (PM 2.5),mcg/m3,305307,Annual Average 2017,2017-01-01,9.54
174266,365,Fine particles (PM 2.5),mcg/m3,403,Annual Average 2013,2012-12-01,8.39
173620,365,Fine particles (PM 2.5),mcg/m3,403,Summer 2009,2009-06-01,10.23
173178,365,Fine particles (PM 2.5),mcg/m3,403,Winter 2010-11,2010-12-01,12.56
334143,365,Fine particles (PM 2.5),mcg/m3,403,Winter 2014-15,2014-12-01,9.23
547558,365,Fine particles (PM 2.5),mcg/m3,403,Annual Average 2017,2017-01-01,7.27
742353,365,Fine particles (PM 2.5),mcg/m3,403,Annual Average 2021,2021-01-01,6.45
178594,365,Fine particles (PM 2.5),mcg/m3,309310,Annual Average 2013,2012-12-01,11.06
334035,365,Fine particles (PM 2.5),mcg/m3,309310,Winter 2014-15,2014-12-01,10.94
547450,365,Fine particles (PM 2.5),mcg/m3,309310,Annual Average 2017,2017-01-01,9.01
742245,365,Fine particles (PM 2.5),mcg/m3,309310,Annual Average 2021,2021-01-01,7.58
177249,365,Fine particles (PM 2.5),mcg/m3,309310,Winter 2010-11,2010-12-01,14.0
334032,365,Fine particles (PM 2.5),mcg/m3,309310,Winter 2014-15,2014-12-01,10.46
547447,365,Fine particles (PM 2.5),mcg/m3,309310,Annual Average 2017,2017-01-01,8.52
177250,365,Fine particles (PM 2.5),mcg/m3,309310,Winter 2010-11,2010-12-01,14.81
177796,365,Fine particles (PM 2.5),mcg/m3,309310,Summer 2009,2009-06-01,13.16
742242,365,Fine particles (PM 2.5),mcg/m3,309310,Annual Average 2021,2021-01-01,7.8
605699,365,Fine particles (PM 2.5),mcg/m3,206,Annual Average 2018,2018-01-01,6.99
742199,365,Fine particles (PM 2.5),mcg/m3,206,Summer 2021,2021-06-01,8.34
177922,365,Fine particles (PM 2.5),mcg/m3,309310,Summer 2012,2012-06-01,12.25
173144,365,Fine particles (PM 2.5),mcg/m3,403,Winter 2009-10,2009-12-01,9.54
173212,365,Fine particles (PM 2.5),mcg/m3,403,Winter 2011-12,2011-12-01,9.22
547559,365,Fine particles (PM 2.5),mcg/m3,403,Winter 2016-17,2016-12-01,8.01
605853,365,Fine particles (PM 2.5),mcg/m3,403,Summer 2018,2018-06-01,8.35
177921,365,Fine particles (PM 2.5),mcg/m3,309310,Summer 2012,2012-06-01,11.54
410845,365,Fine particles (PM 2.5),mcg/m3,409,Annual Average 2016,2015-12-31,6.51
176035,375,Nitrogen dioxide (NO2),ppb,403,Summer 2012,2012-06-01,16.49
650968,386,Ozone (O3),ppb,201,Summer 2019,2019-06-01,27.77
338234,386,Ozone (O3),ppb,402,Summer 2015,2015-06-01,31.57
650984,386,Ozone (O3),ppb,402,Summer 2019,2019-06-01,29.95
338236,386,Ozone (O3),ppb,405,Summer 2015,2015-06-01,31.81
650979,386,Ozone (O3),ppb,301,Summer 2019,2019-06-01,27.73
740985,375,Nitrogen dioxide (NO2),ppb,403,Annual Average 2021,2021-01-01,15.66
175365,375,Nitrogen dioxide (NO2),ppb,405,Winter 2010-11,2010-12-01,30.69
175911,375,Nitrogen dioxide (NO2),ppb,405,Summer 2009,2009-06-01,19.91
336588,375,Nitrogen dioxide (NO2),ppb,405,Winter 2014-15,2014-12-01,24.7
605723,365,Fine particles (PM 2.5),mcg/m3,303,Annual Average 2018,2018-01-01,7.39
742223,365,Fine particles (PM 2.5),mcg/m3,303,Summer 2021,2021-06-01,8.69
410797,365,Fine particles (PM 2.5),mcg/m3,303,Annual Average 2016,2015-12-31,8.19
178545,365,Fine particles (PM 2.5),mcg/m3,303,Annual Average 2012,2011-12-01,9.98
178547,365,Fine particles (PM 2.5),mcg/m3,305307,Annual Average 2012,2011-12-01,11.19
650990,386,Ozone (O3),ppb,410,Summer 2019,2019-06-01,37.44
171561,375,Nitrogen dioxide (NO2),ppb,103,Winter 2008-09,2008-12-01,29.69
211573,375,Nitrogen dioxide (NO2),ppb,403,Winter 2013-14,2013-12-01,26.95
171587,375,Nitrogen dioxide (NO2),ppb,306308,Winter 2008-09,2008-12-01,42.67
171576,375,Nitrogen dioxide (NO2),ppb,303,Winter 2008-09,2008-12-01,34.29
643495,375,Nitrogen dioxide (NO2),ppb,303,Annual Average 2019,2019-01-01,19.4
211570,375,Nitrogen dioxide (NO2),ppb,304,Winter 2013-14,2013-12-01,30.99
667346,375,Nitrogen dioxide (NO2),ppb,203,Winter 2019-20,2019-12-01,27.58
171702,375,Nitrogen dioxide (NO2),ppb,204,Winter 2012-13,2012-12-01,25.3
336638,375,Nitrogen dioxide (NO2),ppb,204,Summer 2015,2015-06-01,13.88
172615,375,Nitrogen dioxide (NO2),ppb,103,Annual Average 2010,2009-12-01,22.06
336623,375,Nitrogen dioxide (NO2),ppb,103,Summer 2015,2015-06-01,16.04
667436,375,Nitrogen dioxide (NO2),ppb,403,Winter 2019-20,2019-12-01,22.92
171723,375,Nitrogen dioxide (NO2),ppb,306308,Winter 2012-13,2012-12-01,34.64
221829,386,Ozone (O3),ppb,203,Summer 2013,2013-06-01,29.66
221828,386,Ozone (O3),ppb,203,Summer 2012,2012-06-01,32.12
221961,386,Ozone (O3),ppb,306308,Summer 2013,2013-06-01,24.1
221960,386,Ozone (O3),ppb,306308,Summer 2012,2012-06-01,26.62
221955,386,Ozone (O3),ppb,305307,Summer 2013,2013-06-01,24.26
221804,386,Ozone (O3),ppb,103,Summer 2012,2012-06-01,34.08
221805,386,Ozone (O3),ppb,103,Summer 2013,2013-06-01,30.79
221918,386,Ozone (O3),ppb,403,Summer 2012,2012-06-01,34.46
221954,386,Ozone (O3),ppb,305307,Summer 2012,2012-06-01,26.81
743656,386,Ozone (O3),ppb,306308,Summer 2021,2021-06-01,27.39
177932,365,Fine particles (PM 2.5),mcg/m3,410,Summer 2012,2012-06-01,9.41
177974,365,Fine particles (PM 2.5),mcg/m3,410,Summer 2013,2013-06-01,9.45
410848,365,Fine particles (PM 2.5),mcg/m3,410,Annual Average 2016,2015-12-31,5.98
742271,365,Fine particles (PM 2.5),mcg/m3,409,Summer 2021,2021-06-01,7.69
605771,365,Fine particles (PM 2.5),mcg/m3,409,Annual Average 2018,2018-01-01,6.42
410880,365,Fine particles (PM 2.5),mcg/m3,203,Summer 2016,2016-06-01,8.28
173640,365,Fine particles (PM 2.5),mcg/m3,204,Summer 2010,2010-06-01,11.93
173674,365,Fine particles (PM 2.5),mcg/m3,204,Summer 2011,2011-06-01,11.57
173635,365,Fine particles (PM 2.5),mcg/m3,103,Summer 2010,2010-06-01,11.97
410868,365,Fine particles (PM 2.5),mcg/m3,103,Summer 2016,2016-06-01,8.05
410912,365,Fine particles (PM 2.5),mcg/m3,303,Winter 2015-16,2015-12-01,8.59
173695,365,Fine particles (PM 2.5),mcg/m3,306308,Summer 2011,2011-06-01,13.86
178474,365,Fine particles (PM 2.5),mcg/m3,404406,Annual Average 2010,2009-12-01,9.25
177340,365,Fine particles (PM 2.5),mcg/m3,404406,Winter 2012-13,2012-12-01,9.68
177830,365,Fine particles (PM 2.5),mcg/m3,302,Summer 2010,2010-06-01,12.49
177872,365,Fine particles (PM 2.5),mcg/m3,302,Summer 2011,2011-06-01,11.93
410792,365,Fine particles (PM 2.5),mcg/m3,302,Winter 2015-16,2015-12-01,8.42
177284,365,Fine particles (PM 2.5),mcg/m3,302,Winter 2011-12,2011-12-01,10.85
177200,365,Fine particles (PM 2.5),mcg/m3,302,Winter 2009-10,2009-12-01,11.46
547425,365,Fine particles (PM 2.5),mcg/m3,302,Summer 2017,2017-06-01,9.91
547427,365,Fine particles (PM 2.5),mcg/m3,302,Winter 2016-17,2016-12-01,8.28
212943,365,Fine particles (PM 2.5),mcg/m3,306308,Annual Average 2014,2013-12-01,12.53
547439,365,Fine particles (PM 2.5),mcg/m3,306308,Winter 2016-17,2016-12-01,10.05
547437,365,Fine particles (PM 2.5),mcg/m3,306308,Summer 2017,2017-06-01,11.34
669767,365,Fine particles (PM 2.5),mcg/m3,306308,Summer 2020,2020-06-01,8.7
742188,365,Fine particles (PM 2.5),mcg/m3,202,Annual Average 2021,2021-01-01,7.1
177792,365,Fine particles (PM 2.5),mcg/m3,306308,Summer 2009,2009-06-01,14.29
178590,365,Fine particles (PM 2.5),mcg/m3,306308,Annual Average 2013,2012-12-01,12.41
178502,365,Fine particles (PM 2.5),mcg/m3,302,Annual Average 2011,2010-12-01,11.13
178418,365,Fine particles (PM 2.5),mcg/m3,302,Annual Average 2009,2008-12-01,11.6
334009,365,Fine particles (PM 2.5),mcg/m3,302,Annual Average 2015,2015-01-01,9.36
649722,365,Fine particles (PM 2.5),mcg/m3,302,Winter 2018-19,2018-12-01,7.59
178422,365,Fine particles (PM 2.5),mcg/m3,306308,Annual Average 2009,2008-12-01,14.24
212817,365,Fine particles (PM 2.5),mcg/m3,306308,Summer 2014,2014-06-01,11.83
649734,365,Fine particles (PM 2.5),mcg/m3,306308,Winter 2018-19,2018-12-01,11.75
410804,365,Fine particles (PM 2.5),mcg/m3,306308,Winter 2015-16,2015-12-01,10.66
410760,365,Fine particles (PM 2.5),mcg/m3,202,Summer 2016,2016-06-01,9.15
742224,365,Fine particles (PM 2.5),mcg/m3,303,Annual Average 2021,2021-01-01,6.79
177789,365,Fine particles (PM 2.5),mcg/m3,303,Summer 2009,2009-06-01,10.95
177243,365,Fine particles (PM 2.5),mcg/m3,303,Winter 2010-11,2010-12-01,13.86
334014,365,Fine particles (PM 2.5),mcg/m3,303,Winter 2014-15,2014-12-01,10.33
741015,375,Nitrogen dioxide (NO2),ppb,503504,Annual Average 2021,2021-01-01,13.26
222595,386,Ozone (O3),ppb,405,Summer 2011,2011-06-01,32.97
222594,386,Ozone (O3),ppb,405,Summer 2010,2010-06-01,33.32
412026,386,Ozone (O3),ppb,405,Summer 2016,2016-06-01,33.48
412016,386,Ozone (O3),ppb,305307,Summer 2016,2016-06-01,30.17
175995,375,Nitrogen dioxide (NO2),ppb,405,Summer 2011,2011-06-01,18.51
412523,375,Nitrogen dioxide (NO2),ppb,405,Winter 2015-16,2015-12-01,23.39
175961,375,Nitrogen dioxide (NO2),ppb,503504,Summer 2010,2010-06-01,13.07
176003,375,Nitrogen dioxide (NO2),ppb,503504,Summer 2011,2011-06-01,12.83
176075,375,Nitrogen dioxide (NO2),ppb,401,Summer 2013,2013-06-01,18.02
176673,375,Nitrogen dioxide (NO2),ppb,501502,Annual Average 2012,2011-12-01,18.78
176663,375,Nitrogen dioxide (NO2),ppb,401,Annual Average 2012,2011-12-01,23.14
410945,365,Fine particles (PM 2.5),mcg/m3,306308,Winter 2015-16,2015-12-01,10.51
